tic,conm,datadate,fyear,at,lt,teq,revt,ni,exchg
PECK,PECK CO HOLDINGS INC (THE),31DEC2019,2019,15.672,11.655,4.017,28.222,-0.428,14
SCPE,SC HEALTH CORP,31DEC2019,2019,174.794,6.088,168.706,0.0,0.958,11
CMBM,CAMBIUM NETWORKS CORP,31DEC2019,2019,172.479,132.55,39.929,267.028,-17.601,14
MDLA,MEDALLIA INC,31JAN2020,2019,731.649,333.853,397.796,402.463,-112.333,11
MIRM,MIRUM PHARMACEUTICALS INC,31DEC2019,2019,146.712,16.363,130.349,0.0,-52.553,14
FULC,FULCRUM THERAPEUTICS INC,31DEC2019,2019,110.439,23.286,87.153,0.0,-82.677,14
PHR,PHREESIA INC,31JAN2020,2019,158.758,56.893,101.865,124.784,-20.293,11
AFYA,AFYA LTD,31DEC2019,2019,724.557,198.706,525.851,186.741,38.291,14
HCAT,HEALTH CATALYST INC,31DEC2019,2019,302.36,101.716,200.644,154.941,-60.096,14
LVGO,LIVONGO HEALTH INC,31DEC2019,2019,560.561,53.197,507.364,170.198,-55.27,14
NOVA,SUNNOVA ENRGY INTL INC,31DEC2019,2019,2487.067,1668.827,645.935,131.556,-144.351,11
CSTL,CASTLE BIOSCIENCES INC,31DEC2019,2019,119.746,34.633,85.113,51.865,5.277,14
ORSN,ORISUN ACQUSITION CORP,31DEC2019,2019,45.074,1.53,43.544,0.0,-0.031,14
WIMI,WIMI HOLOGRAM CLOUD INC -ADS,31DEC2019,2019,80.928,20.219,60.709,45.84,14.678,14
CNSP,CNS PHARMACEUTICALS INC,31DEC2019,2019,7.912,0.311,7.601,0.0,-3.877,14
PROS,PROSIGHT GLOBAL INC,31DEC2019,2019,2877.234,2334.203,543.031,878.059,38.89,11
ANVS,ANNOVIS BIO INC,31DEC2019,2019,1.117,2.617,-1.5,0.0,-0.991,12
DOYU,DOUYU INTL HLDINGS LTD -ADR,31DEC2019,2019,1307.435,264.298,1043.137,1045.99,5.709,14
KRUS,KURA SUSHI USA INC,31AUG2019,2019,76.41,14.229,62.181,64.245,1.456,14
RAPT,RAPT THERAPEUTICS INC,31DEC2019,2019,84.602,11.481,73.121,0.0,-42.997,14
DT,DYNATRACE INC,31MAR2020,2019,2042.08,1080.583,961.497,545.803,-418.024,11
ONEW,ONEWATER MARINE INC,30SEP2019,2019,504.755,380.768,37.969,767.624,35.657,14
CFB,CROSSFIRST BANKSHARES INC,31DEC2019,2019,4931.233,4329.589,601.644,224.933,28.473,14
JFU,9F INC -ADR,31DEC2019,2019,1275.364,366.585,908.779,667.918,-310.15,14
OPRT,OPORTUN FINANCIAL CORP,31DEC2019,2019,2201.874,1713.108,488.766,502.911,61.598,14
SLRX,SALARIUS PHARMACEUTICALS INC,31DEC2019,2019,13.894,3.313,10.581,3.465,-6.936,14
HQI,HIREQUEST INC,31DEC2019,2019,46.912,15.63,31.282,15.876,-0.29,14
THBR,THUNDER BRIDGE ACQ II LTD,31DEC2019,2019,348.39,12.117,336.273,0.0,2.081,14
NSCO,NESCO HOLDINGS INC,31DEC2019,2019,815.284,827.414,-12.13,264.035,-27.052,11
CLEU,CHINA LIB EDU HOLD LTD,31DEC2019,2019,6.853,1.673,5.18,5.256,0.438,14
NVST,ENVISTA HOLDINGS CORP,31DEC2019,2019,6158.3,2615.5,3542.8,2751.6,217.6,11
OPCH,OPTION CARE HEALTH INC,31DEC2019,2019,2589.547,1682.72,906.827,2310.417,-75.92,14
INMD,INMODE LTD,31DEC2019,2019,218.385,38.582,179.803,156.361,61.145,14
AESE,ALLIED ESPORTS ENT INC,31DEC2019,2019,71.321,27.1,44.221,26.072,-16.739,14
MDIA,MEDIACO HOLDING INC,31DEC2019,2019,167.166,127.292,39.874,40.8,1.948,14
SWTX,SPRINGWORKS THERAPEUTICS INC,31DEC2019,2019,334.831,12.759,322.072,0.0,-58.306,14
STSA,SATSUMA PHARMACEUTICALS INC,31DEC2019,2019,126.276,10.941,115.335,0.0,-28.175,14
SDC,SMILEDIRECTCLUB INC,31DEC2019,2019,885.645,427.36,458.285,750.428,-114.513,14
APXT,APEX TECHNOLOGY ACQUISITION,31DEC2019,2019,352.988,13.769,339.219,0.0,0.901,14
NET,CLOUDFLARE INC,31DEC2019,2019,830.824,104.996,725.828,287.022,-105.828,11
TFFP,TFF PHARMACEUTICALS INC,31DEC2019,2019,29.187,1.542,27.645,0.0,-11.87,14
INDO,INDONESIA ENERGY CORP LTD,31DEC2019,2019,21.155,4.961,16.194,4.183,-1.674,12
CRNC,CERENCE INC,30SEP2019,2019,1483.829,415.701,1068.128,303.315,100.268,14
PING,PING IDENTITY HOLDING CORP,31DEC2019,2019,872.811,162.34,710.471,242.898,-1.504,11
DDOG,DATADOG INC,31DEC2019,2019,1038.041,255.7,782.341,362.78,-16.71,14
EXPC,EXPERIENCE INVSTMNT CORP,31DEC2019,2019,277.692,9.996,267.696,0.0,0.785,14
NPA,NEW PROVIDENCE ACQ CORP,31DEC2019,2019,231.839,8.319,223.52,0.0,0.656,14
PTON,PELOTON INTERACTIVE INC,30JUN2019,2019,864.5,462.0,402.5,915.0,-195.6,14
VIE,VIELA BIO INC,31DEC2019,2019,384.054,29.543,354.511,50.0,-86.429,14
BBI,BRICKELL BIOTECH INC,31DEC2019,2019,18.144,10.57,7.574,7.917,-23.877,14
VIR,VIR BIOTECHNOLOGY INC,31DEC2019,2019,512.071,88.129,423.942,8.091,-174.683,14
IGMS,IGM BIOSCIENCES INC,31DEC2019,2019,261.35,21.119,240.231,0.0,-43.133,14
TXG,10X GENOMICS INC,31DEC2019,2019,605.923,185.84,420.083,245.893,-31.251,14
HUIZ,HUIZE HOLDING LTD -ADR,31DEC2019,2019,73.073,52.108,20.965,142.657,2.14,14
PNTG,PENNANT GROUP INC (THE),31DEC2019,2019,447.75,376.639,71.111,338.531,2.546,14
BSBK,BOGOTA FINANCIAL CORP,31DEC2019,2019,766.612,691.634,74.978,23.685,2.428,14
FREQ,FREQUENCY THERAPEUTICS INC,31DEC2019,2019,223.218,55.86,167.358,28.947,-18.746,14
APRE,APREA THERAPEUTICS INC,31DEC2019,2019,133.608,9.364,124.244,0.0,-28.06,14
ADCT,ADC THERAPEUTICS SA,31DEC2019,2019,137.682,26.526,111.156,2.34,-116.484,11
BNTX,BIONTECH SE,31DEC2019,2019,895.106,341.317,553.789,121.857,-200.934,14
MNPR,MONOPAR THERAPEUTICS INC,31DEC2019,2019,13.352,0.724,12.628,0.0,-4.225,14
BRBR,BELLRING BRANDS INC,30SEP2019,2019,594.5,108.1,486.4,854.4,123.1,11
PGNY,PROGYNY INC,31DEC2019,2019,150.434,36.163,114.271,229.683,-8.569,14
OCGN,OCUGEN INC,31DEC2019,2019,16.807,5.789,11.018,0.0,-20.243,14
BEAM,BEAM THERAPEUTICS INC,31DEC2019,2019,156.099,55.154,100.945,0.018,-78.326,14
LATN,UNION ACQUSTIN CORP II,30SEP2019,2019,0.241,0.231,0.01,0.0,-0.015,14
CABA,CABALETTA BIO INC,31DEC2019,2019,141.468,3.147,138.321,0.0,-16.943,14
PHAT,PHATHOM PHARMA INC,31DEC2019,2019,257.178,29.223,227.955,0.0,-255.131,14
AIH,AESTHETIC MD INT -ADS,31DEC2019,2019,150.386,65.567,84.819,124.81,19.576,14
DAO,YOUDAO INC -ADS,31DEC2019,2019,299.65,256.418,43.232,187.402,-86.386,11
GLEO,GALILEO ACQ CORP,31DEC2019,2019,139.256,0.066,139.19,0.0,0.242,11
KRKR,36KR HOLDINGS INC -ADS,31DEC2019,2019,130.808,38.327,92.481,94.156,-3.981,14
OYST,OYSTER POINT PHARM INC,31DEC2019,2019,143.209,5.911,137.298,0.0,-45.711,14
QK,Q&K INTL GROUP LTD -ADS,30SEP2019,2019,251.793,365.237,-113.444,172.61,-69.707,14
HBT,HBT FINANCIAL INC,31DEC2019,2019,3245.103,2912.185,332.918,175.988,66.865,14
DUO,FANGDD NET GP LTD -ADS,31DEC2019,2019,627.908,399.694,228.214,516.937,-73.3,14
GRTX,GALERA THERAPEUTICS INC,31DEC2019,2019,123.376,53.768,69.608,0.0,-51.93,14
ETNB,89BIO INC,31DEC2019,2019,95.553,5.609,89.944,0.0,-57.42,14
SFTW,OSPREY TECH ACQ CORP,31DEC2019,2019,318.246,11.345,306.901,0.0,0.351,11
TELA,TELA BIO INC,31DEC2019,2019,67.922,36.96,30.962,15.446,-22.425,14
CNTG,CENTOGENE NV,31DEC2019,2019,131.868,65.747,66.121,54.74,-23.385,14
VEL,VELOCITY FINANCIAL INC,31DEC2019,2019,2214.766,2061.922,152.844,160.18,17.292,11
PINE,ALPINE INCOME PROPERTY TRUST,31DEC2019,2019,164.173,3.468,160.705,13.231,3.591,11
SITM,SITIME CORP,31DEC2019,2019,123.391,61.251,62.14,84.074,-6.607,14
BXRX,BAUDAX BIO INC,31DEC2019,2019,54.213,70.934,-16.721,0.0,-32.557,14
SPCE,VIRGIN GALACTIC HOLDINGS INC,31DEC2019,2019,605.546,137.986,467.56,3.781,-210.935,11
PHGE,BIOMX INC,31DEC2019,2019,92.121,7.665,84.456,0.0,-20.563,12
ANPC,ANPAC BIO-MEDICAL SCI -ADS,31DEC2019,2019,7.61,9.897,-2.287,1.558,-14.516,14
EH,EHANG HOLDINGS LTD -ADS,31DEC2019,2019,64.543,19.253,45.29,17.984,-6.972,14
MOHO,ECMOHO LTD -ADS,31DEC2019,2019,178.46,93.77,84.69,329.48,2.297,14
PTAC,PROPTECH ACQ CORP,31DEC2019,2019,174.369,6.208,168.161,0.0,0.032,14
IMAB,I-MAB -ADS,31DEC2019,2019,249.544,95.948,153.596,4.308,-208.524,14
CAN,CANAAN INC,31DEC2019,2019,142.385,42.888,99.497,204.312,-148.572,14
VERO,VENUS CONCEPT INC,31DEC2019,2019,191.127,114.449,76.678,110.406,-40.619,14
AHCO,ADAPTHEALTH CORP,31DEC2019,2019,546.122,575.37,-29.248,529.644,-14.996,14
OCFT,ONECONNECT FIN TECH -ADS,31DEC2019,2019,1425.724,776.501,649.223,334.316,-238.484,11
BRMK,BROADMARK REALTY CAPITAL INC,31DEC2019,2019,1208.729,24.257,1184.472,130.984,75.236,11
BILL,BILL.COM HOLDINGS INC,30JUN2019,2019,1526.298,1352.648,173.65,108.351,-7.314,11
REYN,REYNOLDS CONSUMER PRODUCTS,31DEC2019,2019,4160.0,4978.0,-818.0,3032.0,225.0,14
XP,XP INC,31DEC2019,2019,10852.429,9072.177,1780.252,1275.691,268.802,14
BIPC,BROOKFIELD INFRASTRCTR,31DEC2019,2019,9853.0,6576.0,3277.0,1619.0,197.0,11
GTH,GENETRON HOLD LTD -ADS,31DEC2019,2019,82.365,337.763,-255.398,46.449,-97.089,14
ZCMD,ZHONGCHAO INC,31DEC2019,2019,17.738,2.399,15.339,14.883,4.047,14
KLR,KALEYRA INC,31DEC2019,2019,117.404,156.178,-38.774,129.558,-5.512,12
SPT,SPROUT SOCIAL INC,31DEC2019,2019,189.591,61.461,128.13,102.707,-46.807,14
ADTX,ADITX THERAPEUTICS INC,31DEC2019,2019,0.124,2.976,-2.852,0.0,-5.828,14
GRIL,MUSCLE MAKER INC,31DEC2019,2019,6.261,6.015,0.246,4.959,-28.385,14
ARNC,ARCONIC CORP,31DEC2019,2019,4741.0,2013.0,2728.0,7277.0,225.0,11
IMVT,IMMUNOVANT INC,31MAR2020,2019,109.387,15.318,94.069,0.0,-66.388,14
BROG,BROOGE ENERGY LTD,31DEC2019,2019,307.252,182.126,125.126,44.085,-76.559,14
MKD,MOLECULAR DATA INC -ADS,31DEC2019,2019,70.762,101.854,-31.092,1896.785,-27.797,14
OBLG,OBLONG INC,31DEC2019,2019,34.909,13.124,21.785,12.827,-7.761,12
NRBO,NEUROBO PHARMACEUTICALS INC,31DEC2019,2019,14.468,2.176,12.292,0.0,-21.312,14
ONEM,1LIFE HEALTHCARE INC,31DEC2019,2019,427.148,208.691,218.457,276.258,-52.554,14
ARQT,ARCUTIS BIOTHERAPEUTICS INC,31DEC2019,2019,107.012,5.55,101.462,0.0,-41.996,14
IPV,INTERPRIVATE ACQUISITION CRP,31DEC2019,2019,0.107,0.082,0.025,0.0,-0.001,11
LIZI,LIZHI INC -ADS,31DEC2019,2019,20.204,27.592,-7.388,169.553,-19.095,14
PPD,PPD INC,31DEC2019,2019,5556.246,8224.358,-2698.148,4031.017,47.821,14
CSPR,CASPER SLEEP INC,31DEC2019,2019,230.318,217.451,12.867,439.258,-93.04,11
SDGR,SCHRODINGER INC,31DEC2019,2019,155.27,57.013,98.257,85.543,-24.571,14
BDTX,BLACK DIAMOND THERAPEUTICS,31DEC2019,2019,158.295,4.879,153.416,0.0,-35.258,14
DNK,PHOENIX TREE HOLD -ADS,31DEC2019,2019,1293.338,1238.9,54.438,1023.853,-493.298,11
RVMD,REVOLUTION MEDICINES INC,31DEC2019,2019,220.529,67.994,152.535,50.041,-47.664,14
FTHM,FATHOM HOLDINGS INC,31DEC2019,2019,2.49,3.65,-1.16,109.622,-4.092,14
CCAP,CRESCENT CAPITAL BDC INC,31DEC2019,2019,747.175,340.258,406.917,53.477,29.279,14
PASG,PASSAGE BIO INC -REDH,31DEC2019,2019,178.613,4.261,174.352,0.0,-45.634,14
ESSC,EAST STONE ACQUISITION CORP,30JUN2019,2019,0.145,0.135,0.01,0.0,-0.015,14
OTIS,OTIS WORLDWIDE CORP,31DEC2019,2019,9687.0,7361.0,2231.0,13118.0,1116.0,11
CARR,CARRIER GLOBAL CORP,31DEC2019,2019,22406.0,7971.0,14435.0,18608.0,2116.0,11
AZEK,AZEK COMPANY INC (THE),30SEP2019,2019,1788.263,1298.24,490.023,794.203,-20.196,11
VNT,VONTIER CORP -REDH,31DEC2019,2019,2848.2,1017.4,1830.8,2772.1,437.0,11
IMRA,IMARA INC,31DEC2019,2019,33.298,4.382,28.916,0.0,-23.463,14
SLQT,SELECTQUOTE INC,30JUN2019,2019,406.94,143.688,263.252,337.469,72.579,11
MITQ,MOVING IMAGE TECH INC -REDH,30JUN2019,2019,4.712,4.798,-0.086,20.269,-0.035,12
NARI,INARI MEDICAL INC,31DEC2019,2019,44.547,29.521,15.026,51.129,-1.192,14
LUNG,PULMONX CORP -REDH,31DEC2019,2019,53.533,35.572,17.961,32.595,-20.703,14
ACCD,ACCOLADE INC,29FEB2020,2019,73.248,97.021,-23.773,132.507,-51.365,14
ORIC,ORIC PHARMACEUTICALS,31DEC2019,2019,94.093,6.119,87.974,0.0,-26.883,14
PCOR,PROCORE TECHNOLGY INC -REDH,31DEC2019,2019,503.664,314.525,189.139,289.194,-83.107,11
ROCH,ROTH CH ACQUISITION I,31DEC2019,2019,0.281,0.258,0.023,0.0,-0.002,14
CHAQ,CHARDAN HEALTHCR ACQ 2,31DEC2019,2019,0.025,0.002,0.023,0.0,-0.001,11
LYRA,LYRA THERAPEUTICS INC,31DEC2019,2019,14.963,7.635,7.328,0.0,-16.306,14
ZNTL,ZENTALIS PHARMACEUTICALS INC,31DEC2019,2019,87.481,19.06,68.421,0.0,-45.663,14
AYLA,AYALA PHARMACEUTIC INC,31DEC2019,2019,20.054,5.601,14.453,2.334,-17.792,14
MSGE,MADISON SQUARE GARD ENT,30JUN2019,2019,3315.759,662.294,2585.838,1048.909,-17.894,11
KROS,KEROS THERAPEUTICS INC,31DEC2019,2019,10.955,10.46,0.495,10.0,-12.336,14
LI,LI AUTO INC -ADR,31DEC2019,2019,1366.282,708.358,657.924,40.84,-350.213,14
HCDI,HARBOR CUSTOM DEV INC,31DEC2019,2019,32.214,33.439,-1.225,30.954,0.236,14
FCST,FREECAST INC -REDH,30JUN2019,2019,0.086,3.471,-3.385,0.27,-1.086,14
LTRN,LANTERN PHARMA INC,31DEC2019,2019,1.433,0.49,0.943,0.0,-2.428,14
KC,KINGSOFT CLOUD HO -ADR,31DEC2019,2019,866.267,358.258,508.009,568.197,-159.586,14
GOED,1847 GOEDEKER INC,31DEC2019,2019,14.279,15.075,-0.796,47.615,-2.513,11
EDTK,SKILLFUL CRAFT ED TECH,31MAR2020,2019,45.69,17.808,27.882,28.601,9.975,14
EBON,EBANG INTERL HOLDS INC,31DEC2019,2019,82.611,57.04,25.571,109.06,-42.403,14
UCL,UCLOUDLINK GR INC -ADR,31DEC2019,2019,90.097,47.653,42.444,158.381,5.207,14
PLRX,PLIANT THERAPEUTICS IN,31DEC2019,2019,119.064,9.084,109.98,57.052,-0.631,14
KRBP,KIROMIC BIOPHARMA INC -REDH,31DEC2019,2019,2.653,0.674,1.979,0.0,-3.728,11
BNR,BURNING RO BI LIM -ADR,31DEC2019,2019,121.723,30.45,91.273,54.815,-24.294,14
RNA,AVIDITY BIOSCIENCE INC,31DEC2019,2019,96.907,27.544,69.363,2.319,-24.734,14
RPRX,ROYALTY PHARMA PLC,31DEC2019,2019,12449.895,6308.457,6141.438,1814.254,2348.535,14
DADA,DADA NEXUS LTD -ADR,31DEC2019,2019,615.556,126.965,488.591,456.065,-239.808,14
LEGN,LEGEND BIOTEC COR -ADR,31DEC2019,2019,287.715,410.584,-122.869,57.264,-132.972,14
FOUR,SHIFT4 PAYMENTS INC,31DEC2019,2019,788.0,773.9,14.1,731.4,-58.1,11
AMTI,APPLIED MOLEC TRAN INC,31DEC2019,2019,38.533,4.62,33.913,0.0,-28.043,14
VRM,VROOM INC,31DEC2019,2019,563.387,262.907,300.48,1191.821,-142.978,14
ACEL,ACCEL ENTERTAINMENT INC,31DEC2019,2019,509.317,423.792,85.525,424.385,-5.864,11
FMTX,FORMA THERA HOLDIN INC,31DEC2019,2019,183.035,26.658,156.377,100.557,-34.793,14
RPTX,REPARE THERAPEUTIC INC,31DEC2019,2019,102.695,12.827,89.868,0.0,-27.216,14
GLSI,GREENWICH LIFESCIE INC -REDH,31DEC2019,2019,0.027,1.377,-1.35,0.0,-3.425,14
QH,QUHUO LTD -ADR,31DEC2019,2019,106.836,70.278,36.558,295.245,-1.69,14
API,AGORA INC -ADR,31DEC2019,2019,131.159,18.481,112.678,64.428,-6.177,14
FUSN,FUSION PHARMACEUTI INC,31DEC2019,2019,69.4,10.335,38.104,0.0,-16.189,14
AKUS,AKOUOS INC,31DEC2019,2019,45.162,19.273,25.889,0.0,-25.741,14
GBIO,GENERATION BIO CO,31DEC2019,2019,42.14,25.139,17.001,0.0,-61.317,14
GSAH,GS ACQUI HOLDI CORP II,31DEC2019,2019,0.005,0.001,0.004,0.0,0.0,11
BLCT,BLUECITY HOLDI LI -ADR,31DEC2019,2019,67.051,17.793,49.258,108.989,-7.602,14
PROG,PROGENITY INC,31DEC2019,2019,101.727,185.601,-83.874,143.985,-148.037,14
EBC,EASTERN BANKSHARES INC -REDH,31DEC2019,2019,11628.775,10028.622,1600.153,627.316,135.098,14
GOCO,GOHEALTH INC,31DEC2019,2019,1602.295,742.151,860.144,539.501,-41.068,14
TIG,TREAN INSURANCE GR INC,31DEC2019,2019,919.034,772.319,146.715,101.915,31.285,14
GRCY,GREENCITY ACQUISIT COR,31DEC2019,2019,0.198,0.2,-0.002,0.0,-0.023,14
RXT,RACKSPACE TECHNOLO INC,31DEC2019,2019,6272.4,5373.6,898.8,2438.1,-102.3,14
NKTX,NKARTA INC,31DEC2019,2019,48.412,14.079,34.333,0.115,-21.076,14
BLI,BERKELEY LIGHTS INC,31DEC2019,2019,131.009,47.226,83.783,56.693,-18.302,14
RLAY,RELAY THERAPEUTICS INC,31DEC2019,2019,393.068,35.725,357.343,0.0,-75.305,14
ITOS,ITEOS THERAPEUTICS INC,31DEC2019,2019,30.744,15.075,15.669,0.0,-22.454,14
LMND,LEMONADE INC,31DEC2019,2019,414.3,116.6,297.7,67.3,-108.5,11
ALXO,ALX ONCOLOGY HOLDI INC,31DEC2019,2019,10.676,10.952,-0.276,4.796,-19.243,14
PAND,PANDION THER HOLDC LLC,31DEC2019,2019,21.019,16.841,4.178,0.967,-21.877,14
NCNO,NCINO INC,31JAN2020,2019,250.151,78.522,167.273,138.18,-27.594,14
JAMF,JAMF HOLDING CORP,31DEC2019,2019,904.808,400.93,503.878,204.027,-32.6,14
MEG,MONTROSE ENV GROUP INC,31DEC2019,2019,331.838,229.307,102.531,233.854,-23.557,11
VSTA,VASTA PLATFORM LTD,31DEC2019,2019,1534.418,763.182,771.236,247.49,-15.103,14
RKT,ROCKET COS INC,31DEC2019,2019,20077.327,16574.405,3502.922,5254.815,893.754,11
VITL,VITAL FARMS INC,31DEC2019,2019,61.948,30.099,31.674,140.733,2.385,14
OSH,OAK STREET HEALTH INC,31DEC2019,2019,301.822,326.061,-24.239,556.604,-107.862,11
KBNT,KUBIENT INC,31DEC2019,2019,0.474,5.515,-5.041,0.178,-4.133,14
BIGC,BIGCOMMERCE HOLDIN INC,31DEC2019,2019,56.064,89.613,-33.549,112.103,-42.59,14
AFIB,ACUTUS MEDICAL INC,31DEC2019,2019,105.455,77.908,27.547,2.836,-97.039,14
AUVI,APPLIED UV INC,31DEC2019,2019,4.769,3.384,1.385,9.33,2.801,14
NRIX,NURIX THERAPEUTICS INC,30NOV2019,2019,44.048,53.567,-9.519,31.115,-21.699,14
ANNX,ANNEXON INC,31DEC2019,2019,49.898,6.368,43.53,0.0,-37.183,14
INZY,INOZYME PHARMA INC,31DEC2019,2019,47.944,3.236,44.708,0.0,-19.724,14
FRLN,FREELINE THER PLC -ADR,31DEC2019,2019,97.39,12.434,84.956,0.0,-53.909,14
NTST,NETSTREIT CORP,31DEC2019,2019,433.922,181.49,252.432,20.318,-8.044,11
CMPI,CHECKMATE PHARMACE INC,31DEC2019,2019,5.126,5.634,-0.508,0.0,-28.292,14
ALVR,ALLOVIR INC,31DEC2019,2019,139.422,17.798,121.624,0.165,-23.839,14
DCT,DUCK CREEK TECHNOL INC,31AUG2019,2019,467.277,78.211,389.066,171.273,-16.896,14
BEPC,BROOKFIELD RENEWABLE CORP,31DEC2019,2019,24338.0,9596.0,14742.0,2236.0,241.0,11
BEKE,KE HOLDINGS INC -ADR,31DEC2019,2019,9660.389,5131.368,4529.021,6608.486,-313.593,11
KYMR,KYMERA THERAPEUTIC INC,31DEC2019,2019,116.702,82.028,34.674,2.934,-41.246,14
PRFX,PAINREFORM LTD,31DEC2019,2019,1.164,6.786,-5.622,0.0,-1.279,14
AOUT,AMERICAN OUTDOOR BRANDS -SPN,30APR2020,2019,248.415,24.317,224.098,167.379,-96.201,14
CVAC,CUREVAC NV,31DEC2019,2019,146.58,194.612,-48.032,25.814,-112.076,14
HRMY,HARMONY BIOSC HOLD INC,31DEC2019,2019,106.703,118.288,-11.585,5.995,-151.977,14
MAXN,MAXEON SOLAR TECHNOLOGIE LTD,31DEC2019,2019,990.211,622.688,367.523,1198.301,-183.059,14
NNOX,NANO X IMAGING LTD,31DEC2019,2019,11.871,20.649,-8.778,0.0,-22.563,14
INAQU,INSU ACQUISITI CORP II,31DEC2019,2019,0.01,0.011,-0.001,0.0,-0.001,14
SBGI,SINCLAIR BROADCAST GP  -CL A,31DEC2019,2019,17370.0,14598.0,1694.0,4240.0,47.0,14
SCKT,SOCKET MOBILE INC,31DEC2019,2019,19.458,6.224,13.234,19.253,0.287,14
CEPU,CENTRAL PUERTO SA,31DEC2019,2019,1984.076,996.167,987.909,600.6,147.121,11
DISH,DISH NETWORK CORP,31DEC2019,2019,33230.935,21114.788,11564.072,12807.684,1399.512,14
HA,HAWAIIAN HOLDINGS INC,31DEC2019,2019,4126.624,3044.828,1081.796,2832.228,223.984,14
NHTC,NATURAL HEALTH TRENDS CORP,31DEC2019,2019,118.497,43.433,75.064,77.614,-5.611,14
LSI,LIFE STORAGE INC,31DEC2019,2019,4232.964,2073.763,2132.894,579.647,258.699,11
PLAY,DAVE & BUSTER'S ENTMT INC,31JAN2020,2019,2370.139,2200.489,169.65,1354.691,100.263,14
SYX,SYSTEMAX INC,31DEC2019,2019,396.9,221.4,175.5,946.9,48.5,11
WAB,WABTEC CORP,31DEC2019,2019,18944.2,8950.6,9993.6,8323.0,326.7,11
AMRB,AMERICAN RIVER BANKSHARES,31DEC2019,2019,720.353,637.444,82.909,27.358,5.5,14
ACTG,ACACIA RESEARCH CORP,31DEC2019,2019,218.161,35.114,183.047,11.246,-17.115,14
WSTG,WAYSIDE TECHNOLOGY GROUP INC,31DEC2019,2019,126.281,81.025,45.256,208.759,6.787,14
DSWL,DESWELL INDUSTRIES INC,31MAR2020,2019,95.379,15.057,80.322,65.368,-1.32,14
TK,TEEKAY CORP,31DEC2019,2019,8072.864,5501.271,2571.593,1936.68,-310.577,11
AUBN,AUBURN NATIONAL BANCORP,31DEC2019,2019,827.879,729.551,98.328,33.724,9.741,14
CIB,BANCOLOMBIA SA,31DEC2019,2019,71936.048,63158.976,8777.072,6801.594,949.857,11
GVP,GSE SYSTEMS INC,31DEC2019,2019,58.509,38.39,20.119,82.975,-12.085,14
DIT,AMCON DISTRIBUTING CO,30SEP2019,2019,157.712,96.955,60.757,1022.188,3.203,12
RWT,REDWOOD TRUST INC,31DEC2019,2019,17995.44,16168.209,1827.231,623.686,169.183,11
WINT,WINDTREE THERAPEUTICS INC,31DEC2019,2019,118.975,44.04,74.935,0.198,-27.475,14
EAF,GRAFTECH INTERNATIONAL LTD,31DEC2019,2019,1526.164,2217.237,-691.073,1790.793,744.602,11
AAWW,ATLAS AIR WORLDWIDE HLDG INC,31DEC2019,2019,5385.641,3593.462,1792.179,2739.189,-293.113,14
SHO,SUNSTONE HOTEL INVESTORS INC,31DEC2019,2019,3918.974,1297.903,2621.071,1131.724,135.733,11
KFRC,KFORCE INC,31DEC2019,2019,381.125,213.862,167.263,1347.387,130.862,14
IART,INTEGRA LIFESCIENCES HOLDNGS,31DEC2019,2019,3303.24,1886.504,1416.736,1517.557,50.201,14
SVC,SERVICE PROPERTIES TRUST,31DEC2019,2019,9033.967,6528.089,2505.878,2320.508,259.75,14
BREW,CRAFT BREW ALLIANCE INC,31DEC2019,2019,249.385,124.08,125.305,192.971,-12.919,14
ASML,ASML HOLDING NV,31DEC2019,2019,25394.545,11263.796,14130.749,13264.199,2909.034,14
BTN,BALLANTYNE STRONG INC,31DEC2019,2019,57.633,31.924,25.709,62.55,-10.103,12
ACGL,ARCH CAPITAL GROUP LTD,31DEC2019,2019,37885.361,25569.809,12260.148,6806.006,1636.319,14
SMSI,SMITH MICRO SOFTWARE INC,31DEC2019,2019,61.197,12.513,48.684,43.346,10.722,14
MD,MEDNAX INC,31DEC2019,2019,4145.901,2646.905,1498.996,3513.542,-1497.702,11
NOVT,NOVANTA INC,31DEC2019,2019,869.736,452.564,417.172,626.099,40.773,14
ERIE,ERIE INDEMNITY CO,31DEC2019,2019,2016.24,882.987,1133.253,2477.298,316.821,14
RE,EVEREST RE GROUP LTD,31DEC2019,2019,27324.051,18191.126,9132.925,8125.354,1009.461,11
MYGN,MYRIAD GENETICS INC,30JUN2019,2019,1562.7,473.8,1088.9,851.1,4.6,14
RNR,RENAISSANCERE HOLDINGS LTD,31DEC2019,2019,26330.094,17287.419,5971.367,4181.668,748.798,11
THG,HANOVER INSURANCE GROUP INC,31DEC2019,2019,12490.5,9574.3,2916.2,4890.7,425.1,11
RICK,RCI HOSPITALITY HLDGS INC,30SEP2019,2019,353.637,185.336,168.301,181.059,19.175,14
POOL,POOL CORP,31DEC2019,2019,1483.266,1073.086,410.18,3199.517,261.575,14
BAP,CREDICORP LTD,31DEC2019,2019,56711.998,48638.422,8073.576,5366.627,1287.514,11
DVA,DAVITA INC,31DEC2019,2019,17311.394,13811.776,2319.242,11388.479,810.981,11
BANR,BANNER CORP,31DEC2019,2019,12604.031,11009.997,1594.034,607.628,146.278,14
OPK,OPKO HEALTH INC,31DEC2019,2019,2309.272,694.513,1614.759,901.935,-314.925,14
