tic,conm,datadate,fyear,at,lt,teq,revt,ni,exchg,sic
OSBC,OLD SECOND BANCORP INC/IL,31DEC2018,2018,2676.003,2446.922,229.081,137.944,34.012,14.0,6020.0
CARA,CARA THERAPEUTICS INC,31DEC2018,2018,190.823,57.193,133.63,13.469,-74.013,14.0,2836.0
PWOD,PENNS WOODS BANCORP INC,31DEC2018,2018,1684.771,1541.227,143.544,68.207,14.704,14.0,6020.0
STAY,EXTENDED STAY AMERICA INC,31DEC2018,2018,3924.21,2613.571,1310.639,1275.059,211.756,14.0,7011.0
TACO,DEL TACO RESTAURANTS INC,31DEC2018,2018,758.956,336.682,422.274,505.49,18.959,14.0,5812.0
AMRK,A-MARK PRECIOUS METALS INC,30JUN2018,2018,743.001,673.893,69.108,7606.248,-3.397,14.0,5051.0
VNCE,VINCE HOLDING CORP,31JAN2019,2018,234.931,160.831,74.1,278.951,-2.022,11.0,2300.0
CELP,CYPRESS ENERGY PARTNERS LP,31DEC2018,2018,152.853,98.566,54.287,314.96,11.413,11.0,1389.0
CAPR,CAPRICOR THERAPEUTICS INC,31DEC2018,2018,9.247,4.631,4.616,1.671,-15.191,14.0,2836.0
NTIC,NORTHERN TECH INTL,31AUG2018,2018,63.549,7.73,55.819,51.425,6.701,14.0,2890.0
CTBI,COMMUNITY TRUST BANCORP INC,31DEC2018,2018,4201.616,3637.466,564.15,223.402,59.228,14.0,6020.0
ENBL,ENABLE MIDSTREAM PARTNERS LP,31DEC2018,2018,12444.0,4826.0,7618.0,3431.0,521.0,11.0,4922.0
INGN,INOGEN INC,31DEC2018,2018,375.898,65.474,310.424,358.111,51.845,14.0,3845.0
BRG,BLUEROCK RESIDENTIAL GROWTH,31DEC2018,2018,2018.135,1334.32,683.815,195.028,-1.152,12.0,6798.0
ATHM,AUTOHOME INC  -ADR,31DEC2018,2018,2290.867,675.323,1615.544,1051.661,417.43,11.0,7370.0
PLPC,PREFORMED LINE PRODUCTS CO,31DEC2018,2018,358.797,109.427,249.37,420.878,26.581,14.0,3640.0
PRK,PARK NATIONAL CORP,31DEC2018,2018,7804.308,6971.802,832.506,411.902,110.387,12.0,6020.0
SFNC,SIMMONS FIRST NATL CP  -CL A,31DEC2018,2018,16543.337,14296.903,2246.434,824.583,215.713,14.0,6020.0
MBUU,MALIBU BOATS INC,30JUN2018,2018,365.768,225.897,139.871,497.002,27.613,14.0,3730.0
DENN,DENNYS CORP,31DEC2018,2018,335.349,468.694,-133.345,630.179,43.693,14.0,5812.0
GIII,G-III APPAREL GROUP LTD,31JAN2019,2018,2208.058,1019.049,1189.009,3076.208,138.067,14.0,2300.0
ITCI,INTRA-CELLULAR THERAPIES INC,31DEC2018,2018,357.206,39.491,317.715,0.0,-155.127,14.0,2836.0
GNCA,GENOCEA BIOSCIENCES INC,31DEC2018,2018,31.115,23.78,7.335,0.0,-27.811,14.0,2836.0
GSBC,GREAT SOUTHERN BANCORP,31DEC2018,2018,4676.2,4144.223,531.977,234.753,67.109,14.0,6020.0
PPIH,PERMA-PIPE INTERNATIONAL HOL,31JAN2019,2018,102.205,49.845,52.36,128.965,-0.529,14.0,3490.0
PHX,PANHANDLE OIL & GAS INC,30SEP2018,2018,206.75,77.985,128.765,45.034,14.636,11.0,1311.0
LADR,LADDER CAPITAL CORP,31DEC2018,2018,6272.872,4629.237,1643.635,583.047,180.015,11.0,6798.0
SESN,SESEN BIO INC,31DEC2018,2018,111.561,67.354,44.207,0.0,-33.693,14.0,2836.0
COCP,COCRYSTAL PHARMA INC,31DEC2018,2018,68.562,1.674,66.888,0.0,-49.048,14.0,2834.0
DRNA,DICERNA PHARMACEUTICALS INC,31DEC2018,2018,409.041,208.348,200.693,6.176,-88.853,14.0,2836.0
RVNC,REVANCE THERAPEUTICS INC,31DEC2018,2018,226.348,80.726,145.622,3.729,-142.568,14.0,2836.0
FTAI,FORTRESS TRANS INFRASTR INVS,31DEC2018,2018,2638.778,1584.996,1053.782,379.878,5.882,11.0,7359.0
OUT,OUTFRONT MEDIA INC,31DEC2018,2018,3828.7,2683.4,1145.3,1606.2,107.9,11.0,6798.0
FLXN,FLEXION THERAPEUTICS INC,31DEC2018,2018,295.752,185.673,110.079,22.524,-169.659,14.0,2834.0
IBP,INSTALLED BLDG PRODUCTS INC,31DEC2018,2018,834.658,652.16,182.498,1336.432,54.748,11.0,1700.0
OGS,ONE GAS INC,31DEC2018,2018,5468.642,3425.986,2042.656,1633.731,172.234,11.0,4924.0
KN,KNOWLES CORP,31DEC2018,2018,1547.9,336.3,1211.6,826.9,67.7,11.0,3670.0
AGFS,AGROFRESH SOLUTIONS INC,31DEC2018,2018,899.287,526.711,372.576,178.786,-30.06,14.0,2870.0
FPI,FARMLAND PARTNERS INC,31DEC2018,2018,1139.509,535.968,483.031,56.333,12.254,11.0,6798.0
PIH,1347 PROPERTY INS HLDGS INC,31DEC2018,2018,147.923,85.176,62.747,58.443,0.804,14.0,6331.0
CNCE,CONCERT PHARMACEUTICLS INC,31DEC2018,2018,192.547,24.807,167.74,10.505,-56.024,14.0,2836.0
RIO,RIO TINTO GROUP,31DEC2018,2018,90949.0,41126.0,49823.0,41563.0,13638.0,11.0,1000.0
STBA,S & T BANCORP INC,31DEC2018,2018,7252.221,6316.46,935.761,337.134,105.334,14.0,6020.0
GCI,GANNETT CO INC,31DEC2018,2018,1443.864,725.094,717.223,1526.024,18.196,11.0,2711.0
TPCO,TRIBUNE PUBLISHING CO,31DEC2018,2018,726.627,313.559,373.312,1030.669,248.791,14.0,2711.0
LE,LANDS' END INC,31JAN2019,2018,1110.911,788.2,322.711,1451.592,11.59,14.0,5961.0
CTRE,CARETRUST REIT INC,31DEC2018,2018,1291.762,523.515,768.247,156.941,57.923,14.0,6798.0
CBAY,CYMABAY THERAPEUTICS INC,31DEC2018,2018,186.747,16.329,170.418,0.0,-72.548,14.0,2836.0
HEAR,TURTLE BEACH CORP,31DEC2018,2018,121.92,84.424,37.496,287.437,39.19,14.0,3651.0
RAND,RAND CAPITAL CORP,31DEC2018,2018,40.522,8.998,31.524,1.965,-0.394,14.0,6797.0
LC,LENDINGCLUB CORP,31DEC2018,2018,3819.527,2948.546,870.981,1179.805,-128.308,11.0,6141.0
SABR,SABRE CORP,31DEC2018,2018,5806.381,4832.11,974.271,3866.956,337.531,14.0,7370.0
TM,TOYOTA MOTOR CORP,31MAR2019,2018,468714.0,283120.0,185594.0,272776.0,16992.0,11.0,3711.0
OXBR,OXBRIDGE RE HOLDINGS LTD,31DEC2018,2018,12.561,4.247,8.314,3.81,-5.749,14.0,6331.0
AUB,ATLANTIC UNION BANKSHRS CRP,31DEC2018,2018,13765.599,11841.018,1924.581,613.063,146.248,14.0,6020.0
NLTX,NEOLEUKIN THERAPEUTICS INC,31DEC2018,2018,77.618,4.946,72.672,25.0,-31.585,14.0,2834.0
RESN,RESONANT INC,31DEC2018,2018,26.244,3.346,22.898,0.524,-24.816,14.0,3674.0
PCTY,PAYLOCITY HOLDING CORP,30JUN2018,2018,1507.599,1294.775,212.824,368.434,38.598,14.0,7370.0
JD,JD.COM INC,31DEC2018,2018,30411.441,19241.044,8849.713,67175.177,-362.27,14.0,5961.0
QUOT,QUOTIENT TECHNOLOGY INC,31DEC2018,2018,662.353,282.266,380.087,386.958,-28.318,11.0,7370.0
ICMB,INVESTCORP CRDT MNGMT BDC,30JUN2018,2018,314.535,143.012,171.523,40.792,15.625,14.0,6797.0
MGNI,MAGNITE INC,31DEC2018,2018,360.012,241.999,118.013,124.685,-61.822,14.0,7370.0
HEPA,HEPION PHARMACEUTICALS INC,31DEC2018,2018,8.189,6.214,1.975,0.0,-9.449,14.0,2836.0
GLMD,GALMED PHARMACEUTICALS LTD,31DEC2018,2018,90.6,2.706,87.894,2.038,-9.856,14.0,2836.0
CSLT,CASTLIGHT HEALTH INC,31DEC2018,2018,253.514,58.843,194.671,156.404,-39.706,11.0,7370.0
EGRX,EAGLE PHARMACEUTICALS INC,31DEC2018,2018,238.603,77.841,160.762,213.312,31.903,14.0,2834.0
CPLG,COREPOINT LODGING INC,31DEC2018,2018,2455.0,1143.0,1312.0,862.0,-262.0,11.0,6798.0
RMNI,RIMINI STREET INC,31DEC2018,2018,118.885,270.473,-151.588,252.79,-67.965,14.0,7370.0
FCBP,FIRST CHOICE BANCORP,31DEC2018,2018,1622.501,1374.432,248.069,67.987,15.13,14.0,6020.0
UVSP,UNIVEST FINANCIAL CORP,31DEC2018,2018,4984.347,4360.214,624.133,250.215,50.543,14.0,6020.0
AU,ANGLOGOLD ASHANTI LTD,31DEC2018,2018,6643.0,3949.0,2694.0,3943.0,133.0,11.0,1040.0
ARAV,ARAVIVE INC,31DEC2018,2018,69.47,9.525,59.945,1.371,-76.333,14.0,2836.0
ATEN,A10 NETWORKS INC,31DEC2018,2018,235.876,131.993,103.883,232.223,-27.617,11.0,3576.0
CIO,CITY OFFICE REIT INC,31DEC2018,2018,1100.431,702.054,398.377,129.484,38.168,11.0,6798.0
VRTV,VERITIV CORP,31DEC2018,2018,2529.7,1986.6,543.1,8696.2,-15.7,11.0,5110.0
AKBA,AKEBIA THERAPEUTICS INC,31DEC2018,2018,996.54,360.612,635.928,207.742,-143.588,14.0,2836.0
WASH,WASHINGTON TR BANCORP INC,31DEC2018,2018,5010.766,4562.582,448.184,238.521,68.432,14.0,6020.0
QTWO,Q2 HOLDINGS INC,31DEC2018,2018,463.72,304.82,158.9,241.1,-35.397,11.0,7370.0
TWOU,2U INC,31DEC2018,2018,807.354,102.345,705.009,411.769,-38.33,14.0,7370.0
GRUB,GRUBHUB INC,31DEC2018,2018,2065.708,623.369,1442.339,1007.257,78.481,11.0,7370.0
FIVN,FIVE9 INC,31DEC2018,2018,394.666,251.918,142.748,257.664,-0.221,14.0,7370.0
TPVG,TRIPLEPOINT VENTURE GWTH BDC,31DEC2018,2018,467.054,132.523,334.531,64.648,36.562,11.0,6797.0
MC,MOELIS & CO,31DEC2018,2018,914.375,542.622,371.753,885.84,140.68,11.0,6282.0
ENLC,ENLINK MIDSTREAM LLC,31DEC2018,2018,10694.1,5710.6,4974.2,7699.0,-13.2,11.0,4922.0
CMCT,CIM COMMERICAL TRUST,31DEC2018,2018,1342.401,689.393,653.008,197.724,1.121,14.0,6798.0
AGTC,APPLIED GENETIC TECHNOLOGIES,30JUN2018,2018,118.532,19.35,99.182,24.186,-21.3,14.0,2836.0
TSLX,SIXTH STREET SPECIALTY LENDI,31DEC2018,2018,1730.324,667.122,1063.202,261.914,119.017,11.0,6797.0
WATT,ENERGOUS CORP,31DEC2018,2018,22.01,3.64,18.37,0.515,-50.84,14.0,3690.0
MDWD,MEDIWOUND LTD,31DEC2018,2018,35.276,26.304,8.972,3.401,-1.057,14.0,2836.0
MEDP,MEDPACE HOLDINGS INC,31DEC2018,2018,967.933,378.23,589.703,704.589,73.185,14.0,8731.0
WB,WEIBO CORP,31DEC2018,2018,3274.682,1526.544,1748.138,1718.518,571.823,14.0,7370.0
LEJU,LEJU HOLDINGS LTD  -ADR,31DEC2018,2018,416.727,175.161,241.566,462.031,-13.481,11.0,6531.0
AGRX,AGILE THERAPEUTICS INC,31DEC2018,2018,22.392,2.218,20.174,0.0,-19.779,14.0,2834.0
TMST,TIMKENSTEEL CORP,31DEC2018,2018,1197.6,662.4,535.2,1610.6,-31.7,11.0,3312.0
ALDX,ALDEYRA THERAPEUTICS INC,31DEC2018,2018,95.091,8.473,86.618,0.0,-38.893,14.0,2836.0
CVBF,CVB FINANCIAL CORP,31DEC2018,2018,11529.153,9677.963,1851.19,405.341,152.003,14.0,6020.0
CVEO,CIVEO CORP,31DEC2018,2018,1001.677,466.253,535.424,466.692,-82.243,11.0,7011.0
CSWC,CAPITAL SOUTHWEST CORP,31MAR2019,2018,551.843,225.88,325.963,51.881,33.058,14.0,6797.0
SCYX,SCYNEXIS INC,31DEC2018,2018,53.17,21.945,31.225,0.257,-12.468,14.0,2836.0
TEDU,TARENA INTL INC  -ADR,31DEC2018,2018,273.058,189.944,83.114,303.202,-85.808,14.0,8200.0
ADMS,ADAMAS PHARMACEUTICALS INC,31DEC2018,2018,234.814,144.929,89.885,34.046,-130.999,14.0,2834.0
BGSF,BG STAFFING INC,31DEC2018,2018,100.269,34.567,65.702,286.863,17.55,11.0,7363.0
IHG,INTERCONTINENTAL HOTELS GRP,31DEC2018,2018,3753.0,4830.0,-1077.0,4337.0,351.0,11.0,7011.0
BOX,BOX INC,31JAN2019,2018,650.161,618.756,31.405,608.386,-134.612,11.0,7370.0
SERV,SERVICEMASTER GLOBAL HLDGS,31DEC2018,2018,5023.0,2819.0,2204.0,1900.0,-41.0,11.0,7340.0
FSK,FS KKR CAPITAL CORP,31DEC2018,2018,7705.0,3539.0,4166.0,394.0,569.0,11.0,6797.0
CCBG,CAPITAL CITY BK GROUP INC,31DEC2018,2018,2959.183,2656.596,302.587,150.96,26.224,14.0,6020.0
PAHC,PHIBRO ANIMAL HEALTH CORP,30JUN2018,2018,671.679,486.725,184.954,819.982,64.883,14.0,2833.0
PAYC,PAYCOM SOFTWARE INC,31DEC2018,2018,1521.926,1187.173,334.753,566.336,137.065,11.0,7370.0
WMS,ADVANCED DRAINAGE SYSTEMS,31MAR2019,2018,1042.159,541.524,500.635,1384.733,77.772,11.0,3080.0
CMCM,CHEETAH MOBILE INC  -ADR,31DEC2018,2018,1205.704,292.278,813.417,724.313,169.662,11.0,7372.0
MTLS,MATERIALISE NV  -ADR,31DEC2018,2018,358.611,202.918,155.693,211.487,3.466,14.0,7372.0
AY,ATLANTICA SUSTAINABLE INFRA,31DEC2018,2018,9919.031,8162.919,1756.112,1127.424,41.596,14.0,4991.0
QTNT,QUOTIENT LTD,31MAR2019,2018,177.77,156.681,21.089,29.134,-105.386,14.0,2835.0
MTBC,MTBC INC,31DEC2018,2018,47.623,8.753,38.87,50.546,-2.138,14.0,7370.0
SDPI,SUPERIOR DRILLING PRODUCTS,31DEC2018,2018,19.639,12.229,7.41,18.245,-0.058,12.0,3533.0
TOUR,TUNIU CORP  -ADR,31DEC2018,2018,953.341,456.985,486.277,325.706,-26.972,14.0,4700.0
GLOP,GASLOG PARTNERS LP,31DEC2018,2018,2488.638,1308.979,1179.659,352.541,115.513,11.0,4412.0
SMG,SCOTTS MIRACLE-GRO CO,30SEP2018,2018,3054.5,2694.9,359.6,2663.4,63.7,11.0,2870.0
ICON,ICONIX BRAND GROUP INC,31DEC2018,2018,632.075,743.673,-145.735,187.689,-100.521,14.0,6794.0
NERV,MINERVA NEUROSCIENCES INC,31DEC2018,2018,139.136,48.871,90.265,0.0,-50.171,14.0,2836.0
CTLT,CATALENT INC,30JUN2018,2018,4531.1,3444.4,1086.7,2463.4,83.6,11.0,2834.0
ZEN,ZENDESK INC,31DEC2018,2018,1237.879,820.958,416.921,598.746,-131.084,11.0,7370.0
KEYS,KEYSIGHT TECHNOLOGIES INC,31OCT2018,2018,5824.0,3391.0,2433.0,3878.0,165.0,11.0,3825.0
TBPH,THERAVANCE BIOPHARMA INC,31DEC2018,2018,560.235,611.824,-51.589,60.37,-215.524,14.0,2836.0
DNOW,NOW INC,31DEC2018,2018,1795.0,581.0,1214.0,3127.0,52.0,11.0,5084.0
OPB,OPUS BANK,31DEC2018,2018,7180.903,6140.09,1040.813,287.835,30.918,14.0,6020.0
PE,PARSLEY ENERGY INC,31DEC2018,2018,9391.363,3071.628,6319.735,1826.431,369.127,11.0,1311.0
LOB,LIVE OAK BANCSHARES INC,31DEC2018,2018,3670.449,3176.889,493.56,266.408,51.448,14.0,6020.0
MOBL,MOBILEIRON INC,31DEC2018,2018,210.387,156.27,54.117,193.192,-43.084,14.0,7370.0
PRMW,PRIMO WATER CORP,31DEC2018,2018,3175.5,2005.1,1170.4,2372.9,382.9,11.0,2086.0
WPG,WASHINGTON PRIME GROUP INC,31DEC2018,2018,4361.288,3209.752,1148.271,723.846,93.604,11.0,6798.0
ARES,ARES MANAGEMENT CORP,31DEC2018,2018,10154.692,8760.351,890.704,958.461,57.02,11.0,6282.0
OEC,ORION ENGINEERED CARBONS SA,31DEC2018,2018,1273.022,1114.126,158.896,1578.203,121.31,11.0,2890.0
HRTG,HERITAGE INSURANCE HOLDINGS,31DEC2018,2018,1768.713,1343.38,425.333,480.171,27.155,11.0,6331.0
CZR.3,CAESARS ENTERTAINMENT CORP,31DEC2018,2018,25775.0,22437.0,3338.0,8391.0,303.0,14.0,7990.0
SLM,SLM CORP,31DEC2018,2018,26638.173,23665.517,2972.656,1883.544,487.476,14.0,6141.0
GWGH,GWG HOLDINGS INC,31DEC2018,2018,1480.867,1199.809,281.058,-0.391,-119.451,14.0,6799.0
WLKP,WESTLAKE CHEMICAL PRTNRS LP,31DEC2018,2018,1462.125,528.044,934.081,1285.622,49.347,11.0,2860.0
GSS,GOLDEN STAR RESOURCES LTD,31DEC2018,2018,417.987,375.95,42.037,273.017,-18.123,12.0,1040.0
ATTO,ATENTO SA,31DEC2018,2018,1213.353,873.261,340.092,1826.772,18.54,11.0,7374.0
RYAM,RAYONIER ADVANCED MATERIALS,31DEC2018,2018,2679.086,1972.215,706.871,2134.413,128.416,11.0,2820.0
MR,MONTAGE RESOURCES CORP,31DEC2018,2018,1433.769,746.283,687.486,515.145,18.826,11.0,1311.0
LMB,LIMBACH HOLDINGS INC,31DEC2018,2018,253.634,207.266,46.368,546.526,-1.845,14.0,1700.0
BABA,ALIBABA GROUP HLDG,31MAR2019,2018,143795.803,52101.238,90678.538,56149.553,13052.353,11.0,7370.0
VNOM,VIPER ENERGY PARTNERS LP,31DEC2018,2018,1654.064,417.022,1237.042,288.82,143.958,14.0,6792.0
PBFX,PBF LOGISTICS LP,31DEC2018,2018,956.353,763.163,193.19,283.44,83.018,11.0,4610.0
TRUE,TRUECAR INC,31DEC2018,2018,420.96,74.407,346.553,353.571,-28.321,14.0,7370.0
COG,CABOT OIL & GAS CORP,31DEC2018,2018,4198.829,2110.67,2088.159,2188.148,557.043,11.0,1311.0
ABDC,ALCENTRA CAPITAL CORP,31DEC2018,2018,253.778,107.975,145.803,28.968,5.522,14.0,6797.0
NAOV,NANOVIBRONIX INC,31DEC2018,2018,1.58,1.117,0.463,0.318,-4.154,14.0,3845.0
MRNS,MARINUS PHARMACEUTICALS INC,31DEC2018,2018,75.234,6.909,68.325,0.0,-36.726,14.0,2836.0
MDCA,MDC PARTNERS INC,31DEC2018,2018,1611.573,1806.994,-246.967,1476.203,-123.733,14.0,7311.0
NG,NOVAGOLD RESOURCES LTD,30NOV2018,2018,260.929,100.241,160.688,0.0,-112.765,12.0,1040.0
DMTK,DERMTECH INC,31DEC2018,2018,5.664,11.019,-5.355,2.442,-10.004,14.0,2835.0
ISTR,INVESTAR HOLDING CORP,31DEC2018,2018,1786.469,1604.207,182.262,78.209,13.606,14.0,6020.0
GPRO,GOPRO INC,31DEC2018,2018,698.359,486.247,212.112,1148.337,-109.034,14.0,3861.0
ARDX,ARDELYX INC,31DEC2018,2018,183.332,67.519,115.813,2.607,-91.298,14.0,2836.0
SNDX,SYNDAX PHARMACEUTICALS INC,31DEC2018,2018,83.938,30.891,53.047,1.517,-73.961,14.0,2836.0
DEN,DENBURY INC,31DEC2018,2018,4723.222,3581.445,1141.777,1453.734,322.698,11.0,1311.0
NEP,NEXTERA ENERGY PARTNERS LP,31DEC2018,2018,9405.0,3867.0,5538.0,771.0,192.0,11.0,4911.0
AMPH,AMPHASTAR PHARMACEUTICLS INC,31DEC2018,2018,513.563,149.204,364.359,294.666,-5.738,14.0,2834.0
VEC,VECTRUS INC,31DEC2018,2018,572.243,350.943,221.3,1279.304,35.296,11.0,8744.0
PAAS,PAN AMERICAN SILVER CORP,31DEC2018,2018,1937.476,424.127,1513.349,785.126,10.294,14.0,1040.0
FFWM,FIRST FOUNDATION INC,31DEC2018,2018,5840.412,5281.228,559.184,243.077,42.958,14.0,6020.0
SYF,SYNCHRONY FINANCIAL,31DEC2018,2018,106792.0,92114.0,14678.0,18253.0,2790.0,11.0,6141.0
KE,KIMBALL ELECTRONICS INC,30JUN2018,2018,608.758,253.231,355.527,1072.061,16.752,14.0,3674.0
DOOR,MASONITE INTERNATIONAL CORP,31DEC2018,2018,1778.465,1156.16,622.305,2170.103,92.71,11.0,2430.0
LTRPA,LIBERTY TRIPADVISOR HOLDINGS,31DEC2018,2018,5224.0,1488.0,3736.0,1615.0,-64.0,14.0,7370.0
RLMD,RELMADA THERAPEUTICS INC,30JUN2018,2018,3.048,8.561,-5.513,0.0,-8.961,14.0,2834.0
TERP,TERRAFORM POWER INC,31DEC2018,2018,9330.354,6561.937,2734.922,766.57,12.38,14.0,4911.0
SPKE,SPARK ENERGY INC,31DEC2018,2018,488.738,307.686,181.052,1005.928,-1.186,14.0,4931.0
ANET,ARISTA NETWORKS INC,31DEC2018,2018,3081.983,938.594,2143.389,2151.369,328.115,11.0,3576.0
MTNB,MATINAS BIOPHARMA HLDGS INC,31DEC2018,2018,19.943,3.801,16.142,0.12,-14.083,12.0,2834.0
CSCO,CISCO SYSTEMS INC,31JUL2018,2018,108784.0,65580.0,43204.0,49330.0,110.0,14.0,3576.0
BXMT,BLACKSTONE MORTGAGE TR INC,31DEC2018,2018,14467.375,11092.768,3374.607,756.109,285.078,11.0,6798.0
PFNX,PFENEX INC,31DEC2018,2018,81.278,20.141,61.137,14.857,-39.593,12.0,2836.0
HQY,HEALTHEQUITY INC,31JAN2019,2018,510.016,32.937,477.079,287.243,73.899,14.0,7370.0
SLNO,SOLENO THERAPEUTICS INC,31DEC2018,2018,43.151,12.738,30.413,0.0,-13.335,14.0,3845.0
HOLX,HOLOGIC INC,30SEP2018,2018,7230.9,4802.1,2428.8,3217.9,-111.3,14.0,3844.0
TRUP,TRUPANION INC,31DEC2018,2018,207.51,78.337,129.173,303.956,-0.927,14.0,6324.0
SAGE,SAGE THERAPEUTICS INC,31DEC2018,2018,952.705,89.734,862.971,90.273,-372.882,14.0,2836.0
SHLX,SHELL MIDSTREAM PARTNERS LP,31DEC2018,2018,1913.5,2170.5,-257.0,524.7,464.1,11.0,4610.0
IRMD,IRADIMED CORP,31DEC2018,2018,48.442,6.496,41.946,30.439,6.303,14.0,3841.0
PLYM,PLYMOUTH INDL REIT INC,31DEC2018,2018,470.163,346.243,123.92,49.217,-18.716,11.0,6798.0
CNNE,CANNAE HOLDINGS INC,31DEC2018,2018,1459.5,259.8,1199.7,1199.8,27.6,11.0,5812.0
ATEX,ANTERIX INC,31MAR2019,2018,196.753,15.989,180.764,6.499,-41.993,14.0,4899.0
HSDT,HELIUS MEDICAL TECHNOLOGIES,31DEC2018,2018,27.827,17.973,9.854,0.478,-28.623,14.0,3845.0
CYBR,CYBERARK SOFTWARE LTD,31DEC2018,2018,673.62,206.85,466.77,343.199,47.072,14.0,7372.0
ZSAN,ZOSANO PHARMA CORP,31DEC2018,2018,35.78,17.07,18.71,0.0,-35.358,14.0,2834.0
LNTH,LANTHEUS HOLDINGS INC,31DEC2018,2018,439.831,368.829,71.002,343.374,40.518,14.0,2835.0
XENT,INTERSECT ENT INC,31DEC2018,2018,140.961,19.967,120.994,108.472,-22.922,14.0,3842.0
ATRA,ATARA BIOTHERAPEUTICS INC,31DEC2018,2018,391.839,52.982,338.857,0.0,-230.699,14.0,2836.0
OCUL,OCULAR THERAPEUTIX INC,31DEC2018,2018,73.043,37.168,35.875,1.99,-59.978,14.0,2836.0
BSIG,BRIGHTSPHERE INVEST GRP INC,31DEC2018,2018,1553.7,1377.6,134.2,928.2,136.4,11.0,6282.0
ADVM,ADVERUM BIOTECHNOLOGIES,31DEC2018,2018,213.495,12.328,201.167,1.612,-72.627,14.0,2836.0
VKTX,VIKING THERAPEUTICS INC,31DEC2018,2018,302.312,4.562,297.75,0.0,-22.063,14.0,2836.0
TTOO,T2 BIOSYSTEMS INC,31DEC2018,2018,64.309,52.922,11.387,10.5,-51.153,14.0,2835.0
RMBL,RUMBLEON INC,31DEC2018,2018,108.926,78.108,30.818,156.398,-25.182,14.0,5961.0
AKTS,AKOUSTIS TECHNOLOGIES INC,30JUN2018,2018,29.308,15.458,13.85,1.208,-21.739,14.0,3679.0
HMLP,HOEGH LNG PARTNERS LP,31DEC2018,2018,1023.04,502.603,520.437,144.952,77.622,11.0,4412.0
RWLK,REWALK ROBOTICS LTD,31DEC2018,2018,14.962,13.017,1.945,6.545,-21.675,14.0,3842.0
AXDX,ACCELERATE DIAGNOSTICS INC,31DEC2018,2018,185.265,127.89,57.375,5.67,-88.326,14.0,2835.0
LOCO,EL POLLO LOCO HOLDINGS INC,31DEC2018,2018,450.226,184.99,265.236,435.828,-8.994,14.0,5812.0
OTIC,OTONOMY INC,31DEC2018,2018,104.992,25.255,79.737,0.745,-50.368,14.0,2836.0
ICD,INDEPENDENCE CONTRACT DRLLNG,31DEC2018,2018,584.862,193.329,391.533,142.609,-19.993,11.0,1381.0
NBEV,NEWAGE INC,31DEC2018,2018,286.932,132.396,154.536,52.16,-12.135,14.0,2086.0
EARS,AURIS MEDICAL HOLDING LTD,31DEC2018,2018,10.038,6.329,3.709,0.0,-11.683,14.0,2836.0
VBLT,VASCULAR BIOGENICS LTD,31DEC2018,2018,60.678,7.585,53.093,0.585,-20.458,14.0,2836.0
CFRX,CONTRAFECT CORP,31DEC2018,2018,32.873,27.331,5.542,0.0,-37.684,14.0,2836.0
LBRDK,LIBERTY BROADBAND CORP,31DEC2018,2018,12098.437,1499.819,10598.618,13.756,69.953,14.0,7372.0
NTN,NTN BUZZTIME INC,31DEC2018,2018,14.864,7.947,6.917,23.335,-0.259,12.0,7370.0
TTI,TETRA TECHNOLOGIES INC/DE,31DEC2018,2018,1385.527,1072.778,312.749,998.775,-61.617,11.0,1389.0
VICR,VICOR CORP,31DEC2018,2018,221.068,36.978,184.09,291.22,31.725,14.0,3679.0
CGA,CHINA GREEN AGRICULTURE INC,30JUN2018,2018,482.986,90.438,392.548,287.054,-6.931,11.0,2870.0
SNBP,SUN BIOPHARMA INC,31DEC2018,2018,1.898,1.63,0.268,0.0,-5.905,14.0,2836.0
EYEG,EYEGATE PHARMACEUTICALS INC,31DEC2018,2018,14.281,5.345,8.936,1.653,-10.811,14.0,2834.0
AVNS,AVANOS MEDICAL INC,31DEC2018,2018,1833.4,536.2,1297.2,652.3,57.5,11.0,3842.0
EYES,SECOND SIGHT MEDICAL PRODS,31DEC2018,2018,10.682,7.598,3.084,6.896,-35.094,14.0,3845.0
GVA,GRANITE CONSTRUCTION INC,31DEC2018,2018,2476.601,1078.967,1397.634,3318.414,42.41,11.0,1600.0
LSTR,LANDSTAR SYSTEM INC,31DEC2018,2018,1380.564,691.431,689.133,4618.96,255.281,14.0,4213.0
FWP,FORWARD PHARMA A/S  -ADR,31DEC2018,2018,83.332,1.118,82.214,0.0,-8.722,14.0,2836.0
KMPR,KEMPER CORP/DE,31DEC2018,2018,11544.9,8494.8,3050.1,3714.1,190.1,11.0,6331.0
UNVR,UNIVAR SOLUTIONS INC,31DEC2018,2018,5272.4,4080.7,1191.7,8632.5,172.3,11.0,5160.0
VYNE,VYNE THERAPEUTICS INC,31DEC2018,2018,103.731,11.549,92.182,3.595,-74.163,14.0,2834.0
PRQR,PROQR THERAPEUTICS NV,31DEC2018,2018,126.203,20.088,106.115,6.596,-42.24,14.0,2836.0
W,WAYFAIR INC,31DEC2018,2018,1890.85,2221.571,-330.721,6779.174,-504.08,11.0,5961.0
AAON,AAON INC,31DEC2018,2018,308.197,60.698,247.499,433.947,42.572,14.0,3585.0
MDLY,MEDLEY MANAGEMENT INC,31DEC2018,2018,78.216,165.651,-110.621,56.509,-2.432,11.0,6282.0
CREX,CREATIVE REALITIES INC,31DEC2018,2018,37.728,20.907,16.821,22.475,-10.62,14.0,7372.0
